Response;Submitted on:;Q16_KRITIK DAN SARAN;sentimen
299978;16/09/2025 20.29;  Saran untuk kegiatan PKKMB yaitu menghadirkan materi yang relevan seperti pengenalan akademik, beasiswa, dan etika kampus, disertai kegiatan interaktif berupa ice breaking dan diskusi kelompok. Selain itu, dapat menghadirkan narasumber inspiratif seperti alumni dan dosen, menggunakan pendekatan kreatif melalui media digital atau lomba sederhana, serta menekankan pengembangan softskill seperti kepemimpinan dan kerja tim. Kegiatan juga dapat dilengkapi dengan aksi sosial, misalnya bakti sosial atau kampanye lingkungan.      ;positif
305152;17/09/2025 20.37;Mudah di laksanakan nya bisa lewat online ;positif
333282;20/09/2025 04.50;Harap di tingkatkan aplikasi untuk Pkkmb nya, Karena beberapa hari kemarin tidak dapat di akses. ;netral
332722;20/09/2025 04.10;tes pkkmbnya ngelag websitenya;negatif
296106;16/09/2025 09.57;Sudah bagus pertahankan;positif
295016;16/09/2025 01.11;Selalu adakan kegiatan PKKMB Offline supaya maba lebih mengetahui Tentang Universitas Pamulang;netral
296296;16/09/2025 10.41;Pkkmb yang mudah di akses;positif
296298;16/09/2025 10.41;Pkkmb yang mudah di akses;positif
350540;21/09/2025 10.05;PKKMB ketunda gegara demo, jadi kurang memuaskan;netral
282422;12/09/2025 11.42;Masukan Positif  1. Penyampaian Materi yang Informatif:  Materi pengenalan kampus, jurusan, dan sistem akademik cukup jelas dan membantu mahasiswa baru memahami lingkungan kampus.    2. Pemateri yang Inspiratif:  Kehadiran alumni atau dosen pembicara yang inspiratif memberi motivasi kepada mahasiswa baru untuk semangat kuliah.    3. Antusiasme Panitia:  Kerja keras panitia dalam mengatur acara patut diapresiasi. Mereka ramah dan sigap membantu mahasiswa baru.;netral
309008;18/09/2025 10.34;Sangat baik;positif
341656;20/09/2025 18.53;Untuk PKKMB berikutnya dibuat lebih seru dan menarik lagi;positif
313702;18/09/2025 19.19;Sudah sangat bagusss;positif
306416;17/09/2025 23.00;Materi yang disampaikan selama pkkmb sangat jelas dan mudah dipahami ;positif
308122;18/09/2025 08.04;  PKKMB sebaiknya lebih interaktif, menyertakan sesi motivasi dan sharing alumni, materi disampaikan dengan cara menarik dan tidak monoton, suasana dibuat inklusif agar semua mahasiswa merasa diterima, serta diakhiri dengan evaluasi agar kegiatan tahun depan lebih baik.;netral
324148;19/09/2025 16.58;Saya merupakan mahasiswa angkatan 2024 yang pada saat pelaksanaan PKKMB online sempat mengalami kendala, sehingga sertifikat saya tidak muncul. Karena itu, tahun ini saya kembali mengikuti kegiatan PKKMB. Berdasarkan pengalaman saya, ada beberapa masukan yang semoga bisa menjadi bahan pertimbangan untuk penyelenggaraan berikutnya.    Untuk PKKMB offline, menurut saya sebaiknya jumlah kursi diperbanyak agar peserta tidak perlu duduk di lantai, karena akan terasa lebih nyaman dan kondusif. Selain itu, alangkah baiknya jika porsi penampilan kreasi seperti menyanyi atau hiburan dikurangi. Memang benar kegiatan tersebut membuat suasana lebih santai, tetapi apabila terlalu banyak, waktunya jadi kurang efektif. Akan lebih baik bila acara lebih fokus pada penyampaian materi utama yang memang dibutuhkan mahasiswa baru. Dengan begitu, waktu kegiatan bisa lebih singkat dan padat. Saya juga menyarankan agar panitia menyediakan snack atau makan siang ringan, sehingga peserta tidak perlu keluar area acara untuk mencari makan di kantin. Hal ini akan menghemat waktu, menjaga konsentrasi peserta, sekaligus membuat acara lebih terarah.    Untuk PKKMB online, saya harap sistem yang digunakan dapat ditingkatkan lagi. Saat banyak peserta mengakses, sistem sering kali error atau lemot sehingga menyita banyak waktu, terutama bagi mahasiswa yang juga bekerja. Akan sangat membantu jika ke depannya sistem lebih stabil, lancar, dan user-friendly.    Secara keseluruhan, saya menilai penyelenggaraan PKKMB sudah cukup baik. Pembagian sesi antara offline dan online merupakan langkah yang bagus, serta informasi yang disampaikan juga sangat bermanfaat bagi mahasiswa baru untuk memahami kehidupan kampus. Terima kasih UNPAM atas usaha dan dedikasinya, semoga ke depannya PKKMB dapat semakin berkualitas, efektif, dan bermanfaat bagi seluruh mahasiswa.;netral
306116;17/09/2025 22.28;Lebih di tingkatkan lagi konsep pkkmbnya, kalo bisa adain pappermob ;netral
292394;15/09/2025 18.04;Kegiatan cukup baik dan jelas untuk pengenalan kampus dengan perkembangan teknologi semakin baik untuk kedepannya;positif
333170;20/09/2025 04.40;Bagus;positif
322204;19/09/2025 14.04;Kegiatan Pkkmb yang sekarang lebih terorganisir dan untuk kegiatan pkkmb daring masih ada beberapa evaluasi yang cukup bisa diperbaiki.;positif
315588;18/09/2025 22.50;Semoga aku bisa dapet sertifikat pkkmb untuk sidang nanti;netral
296928;16/09/2025 12.39;Semoga lebih meriah dan lebih ramai dari tahun ke tahun ;netral
302610;17/09/2025 15.24;sangat seru dan menyenangkan;positif
297160;16/09/2025 13.14;tahun kemaren kenapa stak nilai 60 ngga berubah” jadi saya ngulang lagi;netral
284260;12/09/2025 18.07;Di unpam itu harganya terjangkau,fasilitasnya pun lengkap, dan waktu untuk kuliahnya itu sangat fleksibel;positif
287742;13/09/2025 14.41;Tidak ada;netral
333630;20/09/2025 05.20;Semoga lebih baik lagi;positif
355022;21/09/2025 23.56;Sudah cukup baik, namun info yang diberikan pada pendaftaran untuk mahasiswa lama kurang jelas.;netral
290218;15/09/2025 12.18;saran saya untuk pengumpulan video, mohon diberikan opsi karena untuk ujian PKKMB online tidak hanya mahasiswa baru tetapi ada mahasiswa lama;netral
296618;16/09/2025 11.38;MOHON DIINFO DENGAN JELAS AGAR MAHASISWA YANG TERKENDALA BISA MELAKUKAN PKKMB ;positif
290242;15/09/2025 12.23;Suasana yang kondusif, dan juga fasilitas yang cukup memadai;positif
352980;21/09/2025 14.22;Meningkatkan interaktivitas di tengah keterbatasan fisik, memperdalam pengenalan akademik dan kemahasiswaan, serta memanfaatkan teknologi untuk mendukung pembelajaran fleksibel dan relevan dengan kebutuhan mahasiswa era digital.;positif
296786;16/09/2025 12.15;semoga diberikut nya makin lebih keren ;positif
306940;18/09/2025 00.07;sudah baik dan terus ditingkatkan lebih baik;positif
291640;15/09/2025 16.20;puasss;positif
311196;18/09/2025 14.54;Pkkmb kegiatan orientasi wajib yang bertujuan untuk memperkenalkan mahasiswa baru pada lingkungan kampus, sistem akademik, serta nilai-nilai perguruan tinggi. ;positif
312672;18/09/2025 17.19;tidak ada;netral
311236;18/09/2025 14.59;Sangat unik dan seru, membuat kita para mahasiswa untuk mengkreasi sekreatif mungkin.;positif
343876;20/09/2025 22.30;Menyediakan stan atau booth dari berbagai UKM dan organisasi di kampus.  Memberikan kesempatan bagi mahasiswa baru untuk bertanya, mengenal kegiatan, dan mendaftar untuk bergabung.;netral
292962;15/09/2025 19.35;SEMOGA KEDEPANNYA LEBIH BAIK LAGI;positif
341042;20/09/2025 17.39;Terus ditingkatkan untuk kegiatan PKKMB karena sangat bagus untuk mahasiswa agar mengetahui prosedur yang berlaku di lingkungan kampus.;positif
324614;19/09/2025 17.40;sangat bagus untuk saya yang hanya punya waktu di weekend,dan sekarang bisa ikut PKKMB;positif
301060;16/09/2025 22.49;SEMAKIN DITINGKATKAN LAGI TERKAIT PELAYANAN DAN PENYAMPAIN INFORMASI YANG LEBIH JELAS;positif
293366;15/09/2025 20.56;Masukan untuk PKKMB Unpam:    1.Variasi kegiatan interaktif  PKKMB bisa ditambah dengan kegiatan yang lebih interaktif seperti workshop singkat atau simulasi project supaya mahasiswa baru tidak hanya mendengar, tapi juga aktif berpartisipasi.    2.Penguatan materi akademik dan soft skill  Selain pengenalan kampus, bisa ditambahkan materi singkat tentang time management, public speaking, atau cara belajar efektif di perguruan tinggi. Ini akan membantu mahasiswa beradaptasi lebih cepat.    3.Pemanfaatan teknologi  Karena jumlah mahasiswa baru sangat banyak, perlu lebih banyak memanfaatkan aplikasi atau platform digital (misalnya presensi online, jadwal acara via aplikasi, dan forum diskusi online). Hal ini membuat koordinasi lebih rapi.    4.Pendekatan yang humanis dan inklusif  Kegiatan PKKMB sebaiknya lebih menekankan pada kebersamaan, persaudaraan, dan saling menghargai. Hindari hal-hal yang bisa membuat mahasiswa merasa terbebani atau tertekan.    5.Perkenalan organisasi mahasiswa yang menarik  Daripada sekadar presentasi, organisasi bisa membuat mini game atau simulasi kegiatan agar mahasiswa baru lebih tertarik untuk ikut aktif di kemudian hari.    6.Evaluasi dan umpan balik  Setelah PKKMB selesai, sebaiknya ada kuesioner singkat agar mahasiswa baru bisa memberi masukan langsung. Ini penting untuk memperbaiki PKKMB di tahun berikutnya.;positif
341396;20/09/2025 18.21;CUKUP BAIK, KONDUSIF;positif
286792;13/09/2025 11.10;PKKMB di Universitas Pamulang sangat penting, sebab untuk membantu mahasiswa yg baru untuk memahami lingkungan kampus.;positif
285498;12/09/2025 22.34;dengan adanya kegiatan PKKMB ini saya sebagai mahasiswa baru jadi lebih mengenal dengan lingkungan kampus;netral
285638;12/09/2025 22.54;kegiatan yang menarik banyak kenalan baru dari ppkmb;positif
282534;12/09/2025 12.08;Kebanyakan joget joget, pkkmb selanjutnya kurang kurangin;negatif
348500;21/09/2025 06.25;seruu ....semoga pkkmb selanjutnya bisa lebih menyenangkan lagi....;positif
282920;12/09/2025 13.43;Semoga kedepannya  pkkmb tetap lancar, dan siswa semakin bertambah ;positif
339212;20/09/2025 14.05;Semoga next PKKMB lebih meriah dan selalu lancar tanpa ada halangan seperti demonstrasi di akhir Agustus kemarin ;positif
283242;12/09/2025 14.52;sangat membantu saya karena sebelumnya saya sudah mengikuti pkkmb tetapi sertifikat  pkkmb ssya tidak kluar;positif
281406;12/09/2025 02.20;Tolong yang disorot jangan yang cantik saja. ;netral
284132;12/09/2025 17.37;Mahasiswa lama adain pkkmb offline;netral
282890;12/09/2025 13.39;Sejauh ini kegiatan PKKMB menurut saya berjalan lancar dan efektif. Masukan yang ingin saya berikan ialah agar Unpam terus mempertahankan kinerjanya dalam menyelenggarakan kegiatan PKKMB yg efektif.;positif
284608;12/09/2025 19.20;sungguh membantu;positif
296234;16/09/2025 10.27;PKKMB online memudahkan saya mengikuti kegiatan dari rumah tanpa harus datang langsung ke kampus.  Materi disampaikan cukup jelas melalui presentasi dan video yang menarik.  Narasumber memberikan informasi yang penting, khususnya mengenai sistem perkuliahan daring dan penggunaan aplikasi kampus.  Panitia sigap dalam membantu peserta yang mengalami kendala teknis.  Saran/Perbaikan:  Perlu ada jeda istirahat yang cukup agar peserta bisa tetap fokus.  Panitia bisa menambahkan sesi perkenalan antar mahasiswa agar rasa kebersamaan lebih terasa meskipun kegiatan dilakukan secara virtual;positif
304472;17/09/2025 19.16;semoga dengan adanya kegiatan ini dapat membawa arah yang positif dalam pertemanan dan kekeluargaan dilingkup mahasiswa baru unpam dan selalu memberikan yang terbaik dan makin terbaik;positif
283446;12/09/2025 15.36;Untuk, masukan sih cuman satu ya, AC kurang dingin , ;netral
283396;12/09/2025 15.22;1. Keseimbangan antara akademik dan non-akademik → Tidak hanya tentang aturan kuliah, tapi juga pengembangan soft skills dan organisasi mahasiswa.  2. Kegiatan sosial dan pengabdian → Bisa ditambah aksi nyata seperti bakti sosial, kampanye lingkungan, atau kegiatan kemasyarakatan.;positif
306792;17/09/2025 23.47;Untuk PKKMB online login nya sulit untuk masuk ke server dan terbilang lambat dalam memproses, untuk kedepan nya lebih di tingkatkan lagi, terimakasih;negatif
308542;18/09/2025 09.23;untuk pkkmb oke ;positif
285760;12/09/2025 23.14;cukup;netral
285456;12/09/2025 22.27;kegiatan PKKMB dapat menjadi sarana yang efektif untuk memperkenalkan mahasiswa baru dengan lingkungan kampus dan membantu mereka beradaptasi dengan kehidupan kampus;positif
294714;16/09/2025 00.12;bagus semua, semakin sukses unpam;positif
296796;16/09/2025 12.17;MOHON UNTUK DI IMPROVE LAGI SISTEMNYA KARENA SERING EROR;netral
289250;13/09/2025 20.55;seruuuuu;positif
289298;13/09/2025 21.06;seru;positif
297392;16/09/2025 13.46;Ok;positif
287758;13/09/2025 14.43;sudahh mantappp;positif
310990;18/09/2025 14.32;Sangat puas;positif
347276;21/09/2025 02.54;Kerenn banget semoga sukaesaa;positif
301810;17/09/2025 13.42;kegiatan PKKMB dapat bertransformasi menjadi pengalaman yang benar-benar berharga, informatif, dan membantu mahasiswa baru beradaptasi dengan kehidupan kampus.;positif
311506;18/09/2025 15.32;tidak ada, karena semua nya sudah bagus;positif
311208;18/09/2025 14.56;tidak ada, semuanya sudah mewah dan keren;positif
300964;16/09/2025 22.37;Seru;positif
350578;21/09/2025 10.09;kegiatan pkkmb sangat membantu saya beradaptasi dengan lingkungan kampus dan memahami budaya akademik ;positif
283770;12/09/2025 16.27;Secara keseluruhan, kegiatan PKKM (Pengenalan Kehidupan Kampus bagi Mahasiswa Baru) telah memberikan manfaat yang signifikan, materi yang relevan, serta narasi yang mudah dipahami oleh mahasiswa baru, panitia, dan narasumber yang terlibat. Kegiatan ini perlu adanya peningkatan dalam beberapa aspek, seperti penyampaian materi yang lebih interaktif, penggunaan alat bantu yang menarik, dan peningkatan kenyamanan serta ruang gerak agar kegiatan menjadi lebih menarik, efektif, dan nyaman bagi semua peserta.;positif
303228;17/09/2025 16.50;Menurut saya PKKMB Unpam udah cukup informatif dan panitianya ramah. Cuma mungkin bisa lebih interaktif aja, misalnya kasih sesi tanya jawab yang lebih panjang atau games biar suasananya nggak kaku. Jadwal juga mungkin bisa diatur biar nggak terlalu padat, jadi kita tetep semangat sampai akhir acara.;positif
302866;17/09/2025 15.59;perbaikan materi lebih relevan dan personal, peningkatan kualitas interaksi panitia, penyediaan modul atau panduan, penekanan pada kesehatan mental, penyampaian materi yang lebih menarik, dan penciptaan suasana yang lebih menyenangkan dengan sentuhan humor atau kreativitas;positif
297232;16/09/2025 13.23;Ok;positif
295868;16/09/2025 09.02;Kegiatan PKKMB di unpam sangat meriah dan memberikan pengetahuan tatacara di unpam;netral
354580;21/09/2025 21.36;sudah oke;positif
307800;18/09/2025 06.21;Materi jelas, tapi masih ada penjelasan yang terbata-bata dari pemateri sehingga kamipun aga bingung dalam menyimak.;positif
295768;16/09/2025 08.30;Semoga ditahun yang akan datang PKKMB nya kondusif saat pulang dan istirahatnya tidak desak desakan.;netral
312908;18/09/2025 17.51;pertahankan dan ditingkatkan kembali;netral
312910;18/09/2025 17.51;pertahankan dan ditingkatkan kembali;netral
315928;18/09/2025 23.24;terimakasih atas informasi materi pkkmb ;netral
353952;21/09/2025 18.16;Kegiatan PKKMB yang diadakan oleh kampus, baik Online maupun Offline menurut saya sayang penting dan baik, karena dengan adanya Pengenalan terhadap kampus, mahasiswa bisa jauh lebih mengetahui secara mendalam tentang kampus yang akan diminati seperti kampus Universitas Pamulang yang saya pilih ini..;positif
282438;12/09/2025 11.50;pada saat pkkmb offline kurang kondusif pada saat keluar untuk istirahat/pulang karena banyaknya mahasiswa. Saran agar panitia mengatur jumlah mahasiswa yang keluar agar tidak desak desakan;negatif
300760;16/09/2025 22.13;Kegiatan PPKMB sangat bagus, semoga UNPAM semakin jaya jaya;positif
309664;18/09/2025 11.59;dipertahankan dan lebih teratur lagi;netral
305652;17/09/2025 21.31;Sangat baik;positif
311380;18/09/2025 15.16;di berikan jajanan ringan agar yang rumahnya jauh bisa makan sesudah sampai kampus ;positif
318458;19/09/2025 07.04;Kasih informasj untuk yang melakulan pkkmb online;netral
290756;15/09/2025 13.49;Semoga PKKMB UNPAM dapat lebih baik di PKKMB selanjutnya;positif
292044;15/09/2025 17.21;Untuk panitia kalau bisa nanti ada snack yaa hehehe;netral
299374;16/09/2025 19.07;Untuk rangkaian acaranya sudah sangat memuaskan,, tetap pertahanan kualitas nya dan di perkaya lagi dengan ide-ide baru agar semakin menarik🥰;positif
301692;17/09/2025 13.25;tidak ada saran, kegiatannya sudah menarik dan informatif ;positif
297666;16/09/2025 14.24;LUAR BIASA;positif
297668;16/09/2025 14.24;LUAR BIASA;positif
306226;17/09/2025 22.40;Materi yang disampaikan bermanfaat untuk mengenalkan kehidupan kampus dan menambah wawasan baru.;positif
286444;13/09/2025 09.01;untuk kegiatan berlangsung cukup baik dalam penyampainya dan juga mudah juga untuk di pahami;positif
295958;16/09/2025 09.30;Kuliah murah tapi kualitas pendidikan dan fasilitas tidak Murahan.  Unpam memberikan saya kesempatan kedua untuk kuliah di usia yang tidak muda lagi. Karena saya yakin dan percaya menuntut ilmu dan mengebangkan diri tidak ada batasnya. Saya akan menjadi saksi diakhirat, Semoga semua Dosen dan stake holder di Universitas Pamulang selalu diberkahi dan diberikan surga-Nya Allah Swt karena memudahkan Pendidikan bagi kami yang kurang mampu. Terima kasih. Barakallahu.;netral
296056;16/09/2025 09.48;Kuliah murah tapi kualitas pendidikan dan fasilitas tidak Murahan.    Unpam memberikan saya kesempatan kedua untuk kuliah di usia yang tidak muda lagi. Karena saya yakin dan percaya menuntut ilmu dan mengebangkan diri tidak ada batasnya. Saya akan menjadi saksi diakhirat, Semoga semua Dosen dan stake holder di Universitas Pamulang selalu diberkahi dan diberikan surga-Nya Allah Swt karena memudahkan Pendidikan bagi kami yang kurang mampu. Terima kasih. Barakallahu.;netral
